,chainId,dexId,baseToken,baseTokenAddress,quoteToken,quoteTokenAddress,pairAddress,liquidity,priceNative,priceUsd,ccxt,ccxt_ticker
24,optimism,uniswap,ETH,0x4200000000000000000000000000000000000006,USDC,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x85149247691df622eaF1a8Bd0CaFd40BC45154a9,"{""usd"":6052277,""base"":2562.96,""quote"":2856714}",1586.5135,1586.51,1588.4,ETH
26,polygon,quickswap,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x6e7a5FAFcec6BB1e78bAE2A1F0B612012BF14827,"{""usd"":3373374.900842,""base"":2176298,""quote"":1686687}",1.1123,1.11,1.11,MATIC
27,bsc,pancakeswap,ETH,0x2170Ed0880ac9A755fd29B2688956BD959F933F8,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x74E4716E431f45807DCF19f284c7aA99F18a4fbc,"{""usd"":45388690.11482948,""base"":18183,""quote"":88609}",5.0723,1585.68,1588.4,ETH
29,wanchain,wanswap,WWAN,0xdabD997aE5E4799BE47d6E69D9431615CBa28f48,wanUSDT,0x11e77E27Af5539872efEd10abaA0b408cfd9fBBD,0x0a886Dc4d584d55E9A1FA7eB0821762296b4ec0E,"{""usd"":257261,""base"":783360,""quote"":128630}",0.2121,0.2121,0.2124,WAN
31,arbitrum,sushiswap,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x905dfCD5649217c42684f23958568e533C711Aa3,"{""usd"":22442812.61182,""base"":8981.39,""quote"":11221406}",1580.5728,1580.57,1588.4,ETH
36,optimism,velodrome,ETH,0x4200000000000000000000000000000000000006,USDC,0x7F5c764cBc14f9669B88837ca1490cCa17c31607,0x79c912FEF520be002c2B6e57EC4324e260f38E50,"{""usd"":1888699.477658,""base"":756.88,""quote"":944350}",1587.7869,1587.26,1588.4,ETH
37,optimism,uniswap,vETH,0x8C835DFaA34e2AE61775e80EE29E2c724c6AE2BB,vUSD,0xC84Da6c8ec7A57cD10B939E79eaF9d2D17834E04,0x36B18618c4131D8564A714fb6b4D2B1EdADc0042,"{""usd"":12657900,""base"":4407.76,""quote"":7140674}",1593.9475,1593.94,1588.4,ETH
38,polygon,uniswap,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xeEF1A9507B3D505f0062f2be9453981255b503c8,"{""usd"":701812,""base"":20.96,""quote"":350243}",23075.8102,23075.81,23110.84,BTC
41,heco,mdex,ETH,0x64FF637fB478863B7468bc97D30a5bF3A428a1fD,WHT,0x5545153CCFcA01fbd7Dd11C0b23ba694D9509A6F,0x53E458aD1CFEB9582736db6BdE9aF89948e3bc3d,"{""usd"":106904.90554717075,""base"":42.83,""quote"":11821}",307.8096,1588.37,1588.4,ETH
42,arbitrum,kyberswap,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x26333Db71B82e2DF33d1C11158470B73E3d27072,"{""usd"":431811.81057,""base"":130.79,""quote"":215906}",1588.9528,1588.95,1588.4,ETH
44,avalanche,traderjoe,WAVAX,0xB31f66AA3C1e785363F0875A1B74E27b85FD66c7,USDC,0xB97EF9Ef8734C71904D8002F8b6Bc66Dd9c48a6E,0xB5352A39C11a81FE6748993D586EC448A01f08b5,"{""usd"":2162653,""base"":167527,""quote"":232515}",19.9983,19.99,19.97,AVAX
50,fantom,equalizer,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,USDC,0x04068DA6C83AFCFA0e13ba15A6696662335D5B75,0x7547d05dFf1DA6B4A2eBB3f0833aFE3C62ABD9a1,"{""usd"":3656799.6068,""base"":8432697,""quote"":1828400}",0.5017,0.5017,0.4796,FTM
52,optimism,uniswap,vBTC,0x86f1e0420c26a858fc203A3645dD1A36868F18e5,vUSD,0xC84Da6c8ec7A57cD10B939E79eaF9d2D17834E04,0xC64f9436f8Ca50CDCC096105C62DaD52FAEb1f2e,"{""usd"":3100843,""base"":84.55,""quote"":1676307}",23194.2576,23194.25,23110.84,BTC
56,polygon,quickswap,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,0x479e1B71A702a595e19b6d5932CD5c863ab57ee0,"{""usd"":4110875.6477007563,""base"":699.72,""quote"":2652089}",1422.133,1586.01,1588.4,ETH
57,bsc,pancakeswap,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x61EB789d75A95CAa3fF50ed7E47b96c132fEc082,"{""usd"":49690197.76681817,""base"":1479.81,""quote"":97020}",73.8571,23073.91,23110.84,BTC
62,bsc,pancakeswap,DOGE,0xbA2aE424d960c26247Dd6c32edC70B295c744C43,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0xac109C8025F272414fd9e2faA805a583708A017f,"{""usd"":2254067.8507755147,""base"":15928105,""quote"":4400.98}",0.0002987,0.09335,0.0931,DOGE
63,ethereum,uniswap,ETH2x-FLI,0xAa6E8127831c9DE45ae56bB1b0d4D4Da6e5665BD,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x151CcB92bc1eD5c6D0F9Adb5ceC4763cEb66AC7f,"{""usd"":1653955,""base"":207332,""quote"":282.3}",0.006078,9.62,1588.4,ETH
64,ethereum,uniswap,DBNB,0x833850BE8858722Cfc5E5e75f2Fe6275E055d888,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x1e969A1B1983E383Aa3A261f7dA055E1b403Bbcd,"{""usd"":163110,""base"":81259440,""quote"":65.08}",5.946e-07,0.0009748,312.7,BNB
67,ethereum,uniswap,IOTX,0x6fB3e0A217407EFFf7Ca062D46c26E5d60a14d69,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x489cEbE6Cd5DC5dcB7047A1F0D4F358a5d2fB295,"{""usd"":587521,""base"":13254435,""quote"":213.9}",1.997e-05,0.03139,0.02836,IOTX
71,ethereum,sushiswap,IQ,0x579CEa1889991f68aCc35Ff5c3dd0621fF29b0C9,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x9D45081706102E7aadDD0973268457527722E274,"{""usd"":486296,""base"":56042005,""quote"":194.2}",3.891e-06,0.00617,0.00613,IQ
72,ethereum,uniswap,RSR,0x320623b8E4fF03373931769A31Fc52A4E78B5d70,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xA3a9a863Ed908aa95cB17e1781Aa97E6693bF604,"{""usd"":100873,""base"":28214143,""quote"":11.74}",2.648e-06,0.0042,0.004229,RSR
76,ethereum,uniswap,BAT,0x0D8775F648430679A709E98d2b0Cb6250d2887EF,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xB6909B960DbbE7392D405429eB2b3649752b4838,"{""usd"":100034,""base"":288348,""quote"":40.03}",0.0001573,0.2495,0.2506,BAT
80,ethereum,uniswap,sETH2,0xFe2e637202056d30016725477c5da089Ab0A043A,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xDADcF64BAbfb566785f1e9DFC4889C5e593DDdC7,"{""usd"":90848,""base"":56.25,""quote"":16.92}",0.9966,1579.09,1588.4,ETH
84,ethereum,sushiswap,OCEAN,0x967da4048cD07aB37855c090aAF366e4ce1b9F48,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xeE35E548C7457FcDd51aE95eD09108be660Ea374,"{""usd"":147479,""base"":398289,""quote"":59.02}",0.0002202,0.3486,0.3539,OCEAN
88,bsc,pancakeswap,SUNT,0x37d3821797aF0ECf7f02CC1F87Ab9d99a36575a9,USDT,0x55d398326f99059fF775485246999027B3197955,0x0D1c910F2013E4B4E7C3c2890a30b3DeCf6e6327,"{""usd"":222773.7696848536,""base"":32194343,""quote"":111387}",0.002045,0.002045,0.00598,SUN
90,fantom,wigoswap,BTC,0x321162Cd933E2Be498Cd2267a90534A804051b11,ETH,0x74b23882a30290451A17c44f4F05243b6b58C76d,0xE3e5F47399864Ca63cDFBb22A207AFc398EFD660,"{""usd"":72210.5481071615,""base"":2.15,""quote"":28.91}",14.4724,23105.95,23110.84,BTC
91,ethereum,unknown,SOLID,0x777172D858dC1599914a1C4c6c9fC48c99a60990,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x642431623AE5d73C19fC931aAeA0d4677303880c,"{""usd"":165283,""base"":90976,""quote"":66.16}",0.0013,2.06,24.08,SOL
92,ethereum,0x5F1dddbf348aC2fbe22a163e30F99F9ECE3DD50a,wstETH,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xeBfE63Ba0264aD639B3C41d2bfE1aD708F683bc8,"{""usd"":14884993,""base"":7361,""quote"":3884}",1.1038,1750.07,1588.4,ETH
93,polygon,quickswap,WBTC,0x1BFD67037B42Cf73acF2047067bd4F2C47D9BfD6,miMATIC,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,0x4183DB4a5A1A3612B17459BA4e072aa59F302E89,"{""usd"":191362.48701789218,""base"":7.37,""quote"":95681}",23281.2051,23281.2,23110.84,BTC
96,bsc,0x71539D09D3890195dDa87A6198B98B75211b72F3,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0xdC8a61ED63671fD7FeFB392bA4b35935fB27cd77,"{""usd"":316883.0944437139,""base"":618.86,""quote"":158466}",311.513,311.51,312.7,BNB
99,bsc,pancakeswap,WAVAX,0x96412902aa9aFf61E13f085e70D3152C6ef2a817,BUSD,0xe9e7CEA3DedcA5984780Bafc599bD69ADd087D56,0x8DD90a00D915425C3C5fdA4FA6F705881226a6E8,"{""usd"":799281.5151097367,""base"":34705,""quote"":399641}",19.9648,19.96,19.97,AVAX
101,polygon,quickswap,miMATIC,0xa3Fa99A148fA48D14Ed51d610c367C61876997F1,USDT,0xc2132D05D31c914a87C6611C10748AEb04B58e8F,0x5B1fD9Fa139353C5D9eaf459E4BD2f7A6B4812Bb,"{""usd"":1132591.533196,""base"":572982,""quote"":566296}",0.9918,0.9918,1.11,MATIC
103,aptos,aux,WETH,0xcc8a89c8dce9693d354449f1f73e60e14e347417854f029db5bc8e7454008abb::coin::T,USDC,0x5e156f1207d0ebfa19a9eeff00d62a282278fb8719f4fab3a586a0a2c0fffbea::coin::T,aux-0xcc8a89c8dce9693d354449f1f73e60e14e347417854f029db5bc8e7454008abb-coin-t-0x5e156f1207d0ebfa19a9eeff00d62a282278fb8719f4fab3a586a0a2c0fffbea-coin-t,"{""usd"":4467255,""base"":1789,""quote"":2233628}",1589.3753,1589.37,1588.4,ETH
106,bsc,biswap,MATIC,0xCC42724C6683B7E57334c4E856f4c9965ED682bD,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x3B09e13Ca9189FBD6a196cfE5FbD477C885afBf3,"{""usd"":1335221.3544413468,""base"":860149,""quote"":2607.13}",0.003571,1.11,1.11,MATIC
107,bsc,nomiswap,SOL,0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,USDC,0x8AC76a51cc950d9822D68b83fE1Ad97B32Cd580d,0x5C551CA8F00E09888F0FD57C7f91CB420ad29999,"{""usd"":79806.39491285085,""base"":3039.17,""quote"":39903}",24.1025,24.1,24.08,SOL
110,avalanchedfk,defikingdoms,BTC.b,0x7516EB8B8Edfa420f540a162335eACF3ea05a247,CRYSTAL,0x04b9dA42306B023f3572e106B11D82aAd9D32EBb,0x00BD81c9bAc29a3b6aea7ABc92d2C9a3366Bb4dD,"{""usd"":261478,""base"":7.775,""quote"":1496239}",223786.2737,23175.73,23110.84,BTC
111,bsc,apeswap,LTC,0x4338665CBB7B2485A8855A139b75D5e34AB0DB94,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x0F12362c017Fe5101c7bBa09390f1CB729f5B318,"{""usd"":194172.78725788736,""base"":1326.73,""quote"":378.98}",0.3019,94.39,94.91,LTC
112,astar,arthswap,WETH,0x81ECac0D6Be0550A00FF064a4f9dd2400585FE9c,WASTR,0xAeaaf0e2c81Af264101B9129C00F4440cCF0F720,0x87988EbDE7E661F44eB3a586C5E0cEAB533a2d9C,"{""usd"":1065452,""base"":430.1,""quote"":13518145}",27740.2315,1590.05,1588.4,ETH
113,bsc,babyswap,SOL,0x570A5D26f7765Ecb712C0924E4De545B89fD43dF,USDT,0x55d398326f99059fF775485246999027B3197955,0xAe08C9D357731FD8d25681dE753551BE14C00405,"{""usd"":190786.86673015272,""base"":7275.61,""quote"":95393}",24.1332,24.13,24.08,SOL
118,bsc,apeswap,MATIC,0xCC42724C6683B7E57334c4E856f4c9965ED682bD,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x29A4A3D77c010CE100A45831BF7e798f0f0B325D,"{""usd"":272376.8408561702,""base"":175169,""quote"":531.57}",0.003568,1.11,1.11,MATIC
122,fantom,beethovenx,MATIC,0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3,BNB,0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454,0xf941ea85b73fd24a615e9ee17eb42946981ed4ee0001000000000000000005e9-0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3-0xD67de0e0a0Fd7b15dC8348Bb9BE742F3c5850454,"{""usd"":59904,""base"":38135,""quote"":116.6}",0.003544,1.1,1.11,MATIC
123,aurora,polaris,ETHERNAL,0x17cbd9C274e90C537790C51b4015a65cD015497e,WETH,0xC9BdeEd33CD01541e1eeD10f90519d2C06Fe3feB,0x293bbbef6087f681a8110f08bbdedadd13599fc3000200000000000000000007-0x17cbd9C274e90C537790C51b4015a65cD015497e-0xC9BdeEd33CD01541e1eeD10f90519d2C06Fe3feB,"{""usd"":213855,""base"":323,""quote"":85.52}",0.194,306.85,1588.4,ETH
128,oec,cherryswap,BTCK,0x54e4622DC504176b3BB432dCCAf504569699a7fF,ETHK,0xEF71CA2EE68F45B9Ad6F72fbdb33d707b872315C,0xC606A9c809E56276056F9aa79fD2cEc633b69Cbd,"{""usd"":143982.34212280126,""base"":4.29,""quote"":57.8}",14.5986,23046.01,23110.84,BTC
135,ethereum,balancer,MATIC,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xa02e4b3d18d4e6b8d18ac421fbc3dfff8933c40a00020000000000000000004b-0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":65284,""base"":41946,""quote"":26.14}",0.0006922,1.09,1.11,MATIC
136,ethereum,balancer,CRV,0xD533a949740bb3306d119CC777fa900bA034cd52,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x769432a08426d25f8f99a1af16db23ce41cad784000100000000000000000304-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2-0xD533a949740bb3306d119CC777fa900bA034cd52,"{""usd"":104569,""base"":97741,""quote"":41.97}",0.0006383,1.0,1.02,CRV
139,ethereum,balancer,MKR,0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xaac98ee71d4f8a156b6abaa6844cdb7789d086ce00020000000000000000001b-0x9f8F72aA9304c8B593d555F12eF6589cC3A579A2-0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,"{""usd"":302877,""base"":348,""quote"":97.13}",0.4075,636.82,649.0,MKR
141,ethereum,uniswap,EURT,0xC581b735A1688071A1746c968e0798D642EDE491,USDT,0xdAC17F958D2ee523a2206206994597C13D831ec7,0x07f3D316630719F4Fc69c152F397c150f0831071,"{""usd"":90772,""base"":34109,""quote"":54791}",1.091,1.09,1.0851,EUR
149,bsc,0x738B815eaDD06E0041b52B0C9d4F0d0D277B24bA,BTCB,0x7130d2A12B9BCbFAe4f2634d864A1Ee1Ce3Ead9c,DAO,0xc096332CAacF00319703558988aD03eC6586e704,0x37924e3D522f936422587c7a03EB7773583258cd,"{""usd"":140940.81312285396,""base"":4.16,""quote"":63687}",20722.125,23112.23,23110.84,BTC
171,ethereum,uniswap,RLC,0x607F4C5BB672230e8672085532f7e901544a7375,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x56Ea002B411FD5887E55329852D5777EcB170713,"{""usd"":510228,""base"":445265,""quote"":0.6011}",0.001066,1.67,1.723,RLC
174,ethereum,defiswap,COMP,0xc00e94Cb662C3520282E6f5717214004A7f26888,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x59F7a66a2fBCaf203ceE71359B51142238f85B78,"{""usd"":55462,""base"":840,""quote"":22.16}",0.03315,52.13,52.92,COMP
178,ethereum,uniswap,BLZ,0x5732046A883704404F284Ce41FfADd5b007FD668,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x5fa9569B0Ed6Aa01e234468e6A15B77988b950dF,"{""usd"":319733,""base"":3037580,""quote"":159866}",0.07327,0.07327,0.0725,BLZ
179,ethereum,defiswap,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,DAI,0x6B175474E89094C44Da98b954EedeAC495271d0F,0x60A26d69263eF43e9a68964bA141263F19D71D51,"{""usd"":114831,""base"":45.88,""quote"":57416}",1588.6113,1588.61,1588.4,ETH
180,ethereum,uniswap,ankrETH,0xE95A203B1a91a908F9B9CE46459d101078c2c3cb,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x6147805e1011417B93e5D693424a62A70d09d0E5,"{""usd"":124489,""base"":48.13,""quote"":49.8}",1.0333,1637.71,1588.4,ETH
184,ethereum,0xBAe5dc9B19004883d0377419FeF3c2C8832d7d7B,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,0x6B0cc136F7BABd971B5dECd21690BE65718990E2,"{""usd"":95992,""base"":38.37,""quote"":47996}",1584.2182,1584.21,1588.4,ETH
188,ethereum,sushiswap,KEY,0x4CC19356f2D37338b9802aa8E8fc58B0373296E7,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x75e66d062a2a8BE5c99d71db11d72aB3B82bA8b3,"{""usd"":2155800,""base"":0.3701,""quote"":1722}",2.736e-06,0.004549,0.003658,KEY
189,ethereum,0x0388C1E0f210AbAe597B7DE712B9510C6C36C857,TOMOE,0x05D3606d5c81EB9b7B18530995eC9B29da05FaBa,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0x7885e359a085372EbCF1ed6829402f149D02c600,"{""usd"":136882,""base"":253036,""quote"":54.8}",0.0002427,0.3845,0.381,TOMO
194,arbitrum,balancer,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,USDC,0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,0x64541216bafffeec8ea535bb71fbc927831d0595000100000000000000000002-0x82aF49447D8a07e3bd95BD0d56f35241523fBab1-0xFF970A61A04b1cA14834A43f5dE4533eBDDB5CC8,"{""usd"":1818398,""base"":728.1,""quote"":909199}",1589.5403,1589.54,1588.4,ETH
197,polygon,kyberswap,stMATIC,0x3A58a54C066FdC0f2D55FC9C89F0415C92eBf3C4,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0xa40CAc1B04D7491BDFb42ccAC97dff25e0EFB09e,"{""usd"":520778.59501,""base"":564389,""quote"":260389}",1.1805,1.18,1.11,MATIC
199,bsc,mdex,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0x09CB618bf5eF305FadfD2C8fc0C26EeCf8c6D5fd,"{""usd"":8888769.964323493,""base"":17352,""quote"":4444385}",313.1383,313.13,312.7,BNB
200,bsc,pancakeswap,XRP,0x1D2F0da169ceB9fC7B3144628dB156f3F6c60dBE,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x03F18135c44C64ebFdCBad8297fe5bDafdBbdd86,"{""usd"":6772369.336072084,""base"":10126293,""quote"":13223}",0.001293,0.4044,0.402,XRP
206,ethereum,shibaswap,BONE,0x9813037ee2218799597d83D4a5B6F3b6778218d9,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xEFb47fcFCaD4F96c83D4ca676842fB03Ef20a477,"{""usd"":6832953,""base"":3187652,""quote"":2735}",0.000834,1.32,0.02108,ONE
214,bsc,pancakeswap,YFIDAO,0x6A131b0688781263F26FD3116B2c2F2123E5d974,USDT,0x55d398326f99059fF775485246999027B3197955,0x4c46BbA50F74027BA1b5e2a87b8492Faf7455eb6,"{""usd"":749598.3435706146,""base"":10616,""quote"":374799}",24.6135,24.61,7283.0,YFI
215,arbitrum,uniswap,WBTC,0x2f2a2543B76A4166549F7aaB2e75Bef0aefC5B0f,WETH,0x82aF49447D8a07e3bd95BD0d56f35241523fBab1,0x2f5e87C9312fa29aed5c179E456625D79015299c,"{""usd"":2004095,""base"":78.99,""quote"":543.7}",14.5176,23043.21,23110.84,BTC
216,bsc,nomiswap,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,USDT,0x55d398326f99059fF775485246999027B3197955,0xe2Bbf54Dc0ccDD0Cf6270f2aF2f62FF79903Bb27,"{""usd"":1600203.7045841264,""base"":3127.02,""quote"":800102}",312.3522,312.35,312.7,BNB
217,aptos,aux,SOL,0xdd89c0e695df0692205912fb69fc290418bed0dbe6e4573d744a6d5e6bab6c13::coin::T,USDC,0x5e156f1207d0ebfa19a9eeff00d62a282278fb8719f4fab3a586a0a2c0fffbea::coin::T,aux-0xdd89c0e695df0692205912fb69fc290418bed0dbe6e4573d744a6d5e6bab6c13-coin-t-0x5e156f1207d0ebfa19a9eeff00d62a282278fb8719f4fab3a586a0a2c0fffbea-coin-t,"{""usd"":1446248,""base"":55071,""quote"":723124}",24.1146,24.11,24.08,SOL
218,ethereum,uniswap,BONE,0x9813037ee2218799597d83D4a5B6F3b6778218d9,WETH,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,0xb011e4EB4111ef00b620A5ed195836dCd69dB1FF,"{""usd"":807256,""base"":245526,""quote"":436}",0.0008318,1.32,0.02108,ONE
226,polygon,uniswap,LINK,0x53E0bca35eC356BD5ddDFebbD1Fc0fD03FaBad39,WETH,0x7ceB23fD6bC0adD59E62ac25578270cFf1b9f619,0x3e31AB7f37c048FC6574189135D108df80F0ea26,"{""usd"":541129,""base"":81380,""quote"":69.47}",0.004418,7.01,6.988,LINK
227,polygon,kyberswap,WMATIC,0x0d500B1d8E8eF31E21C99d1Db9A6444d3ADf1270,USDC,0x2791Bca1f2de4661ED88A30C99A7a9449Aa84174,0x50FEEdF7fB2F511112287091819F21eb0F3Ce498,"{""usd"":114242.281172,""base"":346809,""quote"":57121}",1.1168,1.11,1.11,MATIC
229,bsc,pancakeswap,MFET,0x6d23970ce32Cb0F1929bECE7C56D71319e1b4F01,WBNB,0xbb4CdB9CBd36B01bD1cBaEBF2De08d9173bc095c,0x9Edf2EE1B270c01BB9Cb0248Fc6D926d7c5c674b,"{""usd"":618025.5042595972,""base"":98255596,""quote"":1206.88}",5.661e-06,0.001767,0.2772,FET
231,fantom,spookyswap,MATIC,0x40DF1Ae6074C35047BFF66675488Aa2f9f6384F3,WFTM,0x21be370D5312f44cB42ce377BC9b8a0cEF1A4C83,0x7051C6F0C1F1437498505521a3bD949654923fE1,"{""usd"":274132.8052586336,""base"":175510,""quote"":630648}",2.2471,1.13,1.11,MATIC
